Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
3034_MA-TS_5-6_Reactant,3034_MA-TS_5-6,3034_MA-TS_5-6_Product,-2314.44862624,-2314.44447525,-2314.45445285,-2313.9058,-2313.900075,-2313.909415,2.6,6.26,-3.66,3.59,5.86,-2.27
3038_MA-TS_5-6_Reactant,3038_MA-TS_5-6,3038_MA-TS_5-6_Product,-2245.32802618,-2245.31806291,-2245.32701523,-2244.761639,-2244.75,-2244.756863,6.25,5.62,0.63,7.3,4.31,3.0
3078_MA-TS_5-6_Reactant,3078_MA-TS_5-6,3078_MA-TS_5-6_Product,-1847.18690779,-1847.16359339,-1847.17633345,-1846.704746,-1846.68181,-1846.690692,14.63,7.99,6.64,14.39,5.57,8.82
3079_MA-TS_5-6_Reactant,3079_MA-TS_5-6,3079_MA-TS_5-6_Product,-1867.03891821,-1867.030871,-1867.04048243,-1866.562933,-1866.552214,-1866.560102,5.05,6.03,-0.98,6.73,4.95,1.78
3269_MA-TS_5-6_Reactant,3269_MA-TS_5-6,3269_MA-TS_5-6_Product,-1635.29797967,-1635.29468299,-1635.29588523,-1634.979015,-1634.974053,-1634.975837,2.07,0.75,1.31,3.11,1.12,1.99
3272_MA-TS_5-6_Reactant,3272_MA-TS_5-6,3272_MA-TS_5-6_Product,-1787.82520635,-1787.81660685,-1787.82283551,-1787.469917,-1787.460496,-1787.466282,5.4,3.91,1.49,5.91,3.63,2.28
3273_MA-TS_5-6_Reactant,3273_MA-TS_5-6,3273_MA-TS_5-6_Product,-1940.09015832,-1940.07304819,-1940.07465954,-1939.710092,-1939.69725,-1939.697595,10.74,1.01,9.73,8.06,0.22,7.84
3275_MA-TS_5-6_Reactant,3275_MA-TS_5-6,3275_MA-TS_5-6_Product,-1610.78934487,-1610.78668731,-1610.78710998,-1610.525667,-1610.521017,-1610.521582,1.67,0.27,1.4,2.92,0.35,2.56
3277_MA-TS_5-6_Reactant,3277_MA-TS_5-6,3277_MA-TS_5-6_Product,-4078.94006317,-4078.93795667,-4078.94098069,-4078.699449,-4078.696237,-4078.702516,1.32,1.9,-0.58,2.02,3.94,-1.92
3278_MA-TS_5-6_Reactant,3278_MA-TS_5-6,3278_MA-TS_5-6_Product,-1938.15972277,-1938.14716045,-1938.15029,-1937.702398,-1937.685591,-1937.689798,7.88,1.96,5.92,10.55,2.64,7.91
