Reactant,Datapoint,Product,deTSR_refDZ,deTSP_refDZ,dePR_refDZ,dGTSR_refDZ,dGTSP_refDZ,dGPR_refDZ,deTSR_PM7,deTSP_PM7,dePR_PM7,dGTSR_PM7,dGTSP_PM7,dGPR_PM7
1622_MA-TS_34-35_Reactant,1622_MA-TS_34-35,1622_MA-TS_34-35_Product,4.19,1.61,2.58,5.47,1.15,4.32,2.45,7.34,-4.89,4.74,11.35,-6.61
1624_MA-TS_35-36_Reactant,1624_MA-TS_35-36,1624_MA-TS_35-36_Product,13.49,5.66,7.83,12.75,3.22,9.53,10.81,18.76,-7.96,11.21,16.98,-5.77
1626_MA-TS_35-36_Reactant,1626_MA-TS_35-36,1626_MA-TS_35-36_Product,20.51,2.71,17.81,21.2,1.69,19.5,4.35,7.28,-2.93,4.82,7.08,-2.26
1627_MA-TS_33-34_Reactant,1627_MA-TS_33-34,1627_MA-TS_33-34_Product,8.05,1.11,6.94,11.37,0.78,10.58,2.4,2.99,-0.6,4.66,5.03,-0.37
1628_MA-TS_41-42_Reactant,1628_MA-TS_41-42,1628_MA-TS_41-42_Product,18.54,0.35,18.19,20.8,1.41,19.39,2.08,1.24,0.84,2.1,3.04,-0.94
1629_MA-TS_35-36_Reactant,1629_MA-TS_35-36,1629_MA-TS_35-36_Product,13.7,1.39,12.31,13.3,1.6,11.7,0.26,6.05,-5.79,-0.26,4.9,-5.16
1630_MA-TS_37-38_Reactant,1630_MA-TS_37-38,1630_MA-TS_37-38_Product,1.59,9.0,-7.41,2.93,6.83,-3.9,-4.1,14.1,-18.21,-2.49,14.23,-16.72
1631_MA-TS_39-40_Reactant,1631_MA-TS_39-40,1631_MA-TS_39-40_Product,10.71,1.23,9.48,11.69,1.02,10.67,-0.05,4.02,-4.07,-0.26,3.58,-3.84
1633_MA-TS_38-39_Reactant,1633_MA-TS_38-39,1633_MA-TS_38-39_Product,20.5,1.62,18.88,20.26,1.27,18.99,3.5,5.83,-2.33,7.14,5.02,2.12
1634_MA-TS_34-35_Reactant,1634_MA-TS_34-35,1634_MA-TS_34-35_Product,13.62,4.52,9.1,16.31,4.37,11.94,1.94,5.42,-3.48,3.09,1.45,1.64
1638_MA-TS_37-38_Reactant,1638_MA-TS_37-38,1638_MA-TS_37-38_Product,18.81,9.89,8.92,18.26,9.06,9.2,6.48,12.79,-6.31,10.26,9.21,1.05
1639_MA-TS_35-36_Reactant,1639_MA-TS_35-36,1639_MA-TS_35-36_Product,10.42,8.99,1.43,11.87,6.45,5.43,3.34,13.96,-10.62,5.76,13.98,-8.22
1641_MA-TS_35-36_Reactant,1641_MA-TS_35-36,1641_MA-TS_35-36_Product,15.95,0.23,15.72,16.61,-0.11,16.72,1.65,0.95,0.7,3.09,0.03,3.06
1643_MA-TS_36-37_Reactant,1643_MA-TS_36-37,1643_MA-TS_36-37_Product,0.46,4.13,-3.67,0.93,3.63,-2.7,-3.59,12.17,-15.76,-4.14,9.77,-13.92
1645_MA-TS_32-33_Reactant,1645_MA-TS_32-33,1645_MA-TS_32-33_Product,10.38,1.19,9.19,11.54,0.89,10.65,-2.9,4.44,-7.34,0.62,7.09,-6.47
1647_MA-TS_33-34_Reactant,1647_MA-TS_33-34,1647_MA-TS_33-34_Product,7.24,1.31,5.92,8.76,1.41,7.36,-3.46,4.18,-7.65,-3.19,4.12,-7.31
1648_MA-TS_23-24_Reactant,1648_MA-TS_23-24,1648_MA-TS_23-24_Product,8.15,1.4,6.76,9.78,0.75,9.03,0.26,4.16,-3.91,0.02,4.03,-4.01
1650_MA-TS_38-39_Reactant,1650_MA-TS_38-39,1650_MA-TS_38-39_Product,12.29,0.28,12.01,12.02,1.05,10.96,1.11,1.77,-0.67,4.32,1.77,2.56
1651_MA-TS_7-8_Reactant,1651_MA-TS_7-8,1651_MA-TS_7-8_Product,1.07,5.3,-4.22,1.92,4.68,-2.76,-5.63,16.71,-22.34,-6.51,15.02,-21.53
1654_MA-TS_4-5_Reactant,1654_MA-TS_4-5,1654_MA-TS_4-5_Product,0.22,7.14,-6.92,1.4,5.63,-4.23,-2.79,17.23,-20.03,-5.36,17.23,-22.6
1657_MA-TS_3-4_Reactant,1657_MA-TS_3-4,1657_MA-TS_3-4_Product,3.71,1.65,2.05,4.28,1.26,3.02,-8.87,7.08,-15.94,-6.88,8.9,-15.78
1662_MA-TS_4-5_Reactant,1662_MA-TS_4-5,1662_MA-TS_4-5_Product,2.59,0.15,2.44,3.19,0.48,2.72,-9.47,4.02,-13.49,-8.06,3.23,-11.29
1663_MA-TS_4-14_Reactant,1663_MA-TS_4-14,1663_MA-TS_4-14_Product,4.79,1.9,2.89,6.36,2.1,4.26,-9.02,8.14,-17.16,-5.34,10.64,-15.98
1664_MA-TS_23-24_Reactant,1664_MA-TS_23-24,1664_MA-TS_23-24_Product,0.78,2.53,-1.75,2.91,3.37,-0.45,-6.23,13.1,-19.33,-7.38,12.04,-19.42
1665_MA-TS_4-5_Reactant,1665_MA-TS_4-5,1665_MA-TS_4-5_Product,2.32,0.23,2.09,2.81,0.25,2.56,-8.93,4.52,-13.45,-6.26,4.97,-11.23
1666_MA-TS_4-5_Reactant,1666_MA-TS_4-5,1666_MA-TS_4-5_Product,1.22,9.2,-7.98,2.33,8.48,-6.15,-1.31,18.77,-20.08,-1.63,16.68,-18.31
1668_MA-TS_4-5_Reactant,1668_MA-TS_4-5,1668_MA-TS_4-5_Product,3.08,0.11,2.96,3.5,0.69,2.81,-8.73,3.76,-12.49,-7.9,4.19,-12.1
1672_MA-TS_4-5_Reactant,1672_MA-TS_4-5,1672_MA-TS_4-5_Product,2.99,0.14,2.86,3.47,0.48,2.98,-8.85,3.78,-12.63,-7.65,4.36,-12.01
1676_MA-TS_4-5_Reactant,1676_MA-TS_4-5,1676_MA-TS_4-5_Product,1.51,9.38,-7.87,1.84,8.97,-7.12,-5.93,19.66,-25.58,-6.95,16.94,-23.89
1678_MA-TS_15-16_Reactant,1678_MA-TS_15-16,1678_MA-TS_15-16_Product,1.96,5.43,-3.47,2.49,4.77,-2.28,-6.71,13.33,-20.04,-6.35,12.85,-19.2
1679_MA-TS_4-5_Reactant,1679_MA-TS_4-5,1679_MA-TS_4-5_Product,5.27,2.66,2.61,3.84,1.87,1.97,-1.22,11.46,-12.68,2.9,12.53,-9.64
1685_MA-TS_3-4_Reactant,1685_MA-TS_3-4,1685_MA-TS_3-4_Product,0.3,11.7,-11.39,1.4,10.89,-9.49,-3.95,23.01,-26.97,-2.46,22.05,-24.51
1689_MA-TS_9-10_Reactant,1689_MA-TS_9-10,1689_MA-TS_9-10_Product,2.9,0.06,2.84,4.5,1.12,3.38,-9.56,2.93,-12.49,-9.76,1.38,-11.14
1692_MA-TS_9-10_Reactant,1692_MA-TS_9-10,1692_MA-TS_9-10_Product,0.92,2.05,-1.13,0.55,1.87,-1.32,-6.74,11.15,-17.89,-8.4,12.03,-20.43
1693_MA-TS_16-17_Reactant,1693_MA-TS_16-17,1693_MA-TS_16-17_Product,2.9,0.07,2.83,4.05,0.73,3.32,-9.35,3.11,-12.46,-8.99,3.87,-12.85
1697_MA-TS_7-8_Reactant,1697_MA-TS_7-8,1697_MA-TS_7-8_Product,5.52,8.62,-3.1,4.56,5.72,-1.16,-7.83,14.87,-22.7,-8.19,12.76,-20.95
1699_MA-TS_9-10_Reactant,1699_MA-TS_9-10,1699_MA-TS_9-10_Product,0.85,3.72,-2.87,1.63,3.43,-1.8,-7.28,14.1,-21.38,-5.97,13.24,-19.21
1701_MA-TS_4-5_Reactant,1701_MA-TS_4-5,1701_MA-TS_4-5_Product,3.02,0.06,2.96,4.03,0.71,3.32,-9.81,3.14,-12.94,-9.97,3.61,-13.57
1702_MA-TS_19-20_Reactant,1702_MA-TS_19-20,1702_MA-TS_19-20_Product,1.57,2.43,-0.87,2.87,1.45,1.42,-6.46,11.16,-17.63,-8.34,9.25,-17.58
1706_MA-TS_6-7_Reactant,1706_MA-TS_6-7,1706_MA-TS_6-7_Product,2.54,2.47,0.07,4.25,2.24,2.01,0.62,1.09,-0.47,1.61,1.0,0.61
1715_MA-TS_2-3_Reactant,1715_MA-TS_2-3,1715_MA-TS_2-3_Product,12.72,1.0,11.72,13.93,-0.14,14.06,1.76,3.1,-1.34,2.12,-0.63,2.75
1719_MA-TS_15-17_Reactant,1719_MA-TS_15-17,1719_MA-TS_15-17_Product,8.4,10.47,-2.07,10.08,11.25,-1.16,1.1,9.36,-8.26,6.73,11.73,-5.0
1721_MA-TS_2-3_Reactant,1721_MA-TS_2-3,1721_MA-TS_2-3_Product,15.11,0.32,14.78,17.94,1.01,16.93,8.69,1.02,7.67,12.4,1.39,11.01
1729_MA-TS_15-16_Reactant,1729_MA-TS_15-16,1729_MA-TS_15-16_Product,5.47,0.9,4.57,7.45,0.74,6.71,-0.2,3.46,-3.65,0.02,3.5,-3.47
1733_MA-TS_17-18_Reactant,1733_MA-TS_17-18,1733_MA-TS_17-18_Product,5.92,0.72,5.2,7.3,0.98,6.32,-2.6,2.37,-4.97,0.7,4.03,-3.34
1735_MA-TS_18-19_Reactant,1735_MA-TS_18-19,1735_MA-TS_18-19_Product,2.67,7.89,-5.22,6.01,7.0,-0.99,1.05,10.42,-9.37,4.83,11.53,-6.7
1739_MA-TS_14-15_Reactant,1739_MA-TS_14-15,1739_MA-TS_14-15_Product,1.99,4.02,-2.04,3.52,3.72,-0.2,-4.47,10.32,-14.79,-1.71,12.59,-14.3
1741_MA-TS_16-17_Reactant,1741_MA-TS_16-17,1741_MA-TS_16-17_Product,1.4,10.14,-8.74,2.7,9.66,-6.96,-5.15,15.23,-20.38,-4.7,14.07,-18.77
1743_MA-TS_17-18_Reactant,1743_MA-TS_17-18,1743_MA-TS_17-18_Product,1.38,2.15,-0.77,2.12,2.5,-0.38,-4.04,6.91,-10.94,0.36,10.36,-9.99
1747_MA-TS_17-18_Reactant,1747_MA-TS_17-18,1747_MA-TS_17-18_Product,6.24,1.66,4.58,10.38,1.54,8.85,-3.28,5.06,-8.34,-3.79,3.22,-7.01
1753_MA-TS_15-17_Reactant,1753_MA-TS_15-17,1753_MA-TS_15-17_Product,9.99,5.16,4.83,11.54,4.89,6.65,3.48,9.02,-5.54,5.99,7.72,-1.73
1769_MA-TS_20-21_Reactant,1769_MA-TS_20-21,1769_MA-TS_20-21_Product,6.09,0.28,5.8,7.74,0.17,7.57,-1.14,2.11,-3.25,-0.21,1.32,-1.52
1775_MA-TS_29-30_Reactant,1775_MA-TS_29-30,1775_MA-TS_29-30_Product,5.91,0.04,5.86,7.46,0.77,6.68,0.0,1.08,-1.07,1.32,0.88,0.44
1777_MA-TS_21-22_Reactant,1777_MA-TS_21-22,1777_MA-TS_21-22_Product,5.67,12.53,-6.86,7.25,9.41,-2.15,-2.9,12.49,-15.39,-2.74,10.47,-13.21
1781_MA-TS_2-3_Reactant,1781_MA-TS_2-3,1781_MA-TS_2-3_Product,14.37,24.81,-10.44,14.33,18.65,-4.32,-89.15,-479.84,390.7,-5.44,16.45,-21.9
1782_MA-TS_12-13_Reactant,1782_MA-TS_12-13,1782_MA-TS_12-13_Product,18.7,0.0,18.69,19.48,0.77,18.71,9.18,0.1,9.07,12.85,-0.13,12.98
1783_MA-TS_4-5_Reactant,1783_MA-TS_4-5,1783_MA-TS_4-5_Product,15.18,3.11,12.07,12.08,2.64,9.44,11.8,11.61,0.19,12.06,10.58,1.48
1786_MA-TS_30-31_Reactant,1786_MA-TS_30-31,1786_MA-TS_30-31_Product,6.06,0.93,5.14,8.18,2.41,5.77,-1.54,2.98,-4.52,0.01,3.15,-3.15
1788_MA-TS_32-33_Reactant,1788_MA-TS_32-33,1788_MA-TS_32-33_Product,0.29,7.47,-7.18,0.67,5.2,-4.53,0.31,14.78,-14.47,-0.69,13.09,-13.79
1792_MA-TS_5-6_Reactant,1792_MA-TS_5-6,1792_MA-TS_5-6_Product,26.33,1.59,24.75,26.85,1.17,25.68,-494.79,15.35,-510.15,15.69,1.21,14.48
1794_MA-TS_5-6_Reactant,1794_MA-TS_5-6,1794_MA-TS_5-6_Product,13.3,3.2,10.1,15.67,2.03,13.64,2.02,3.55,-1.52,3.61,-0.05,3.66
1796_MA-TS_5-6_Reactant,1796_MA-TS_5-6,1796_MA-TS_5-6_Product,14.13,4.83,9.3,14.04,4.55,9.5,3.05,8.42,-5.37,8.08,6.34,1.73
1797_MA-TS_5-6_Reactant,1797_MA-TS_5-6,1797_MA-TS_5-6_Product,32.34,22.94,9.4,31.43,20.59,10.84,25.95,24.21,1.74,24.73,18.01,6.72
1798_MA-TS_5-6_Reactant,1798_MA-TS_5-6,1798_MA-TS_5-6_Product,10.24,1.49,8.76,11.49,1.38,10.11,0.18,3.32,-3.14,1.67,0.98,0.69
1802_MA-TS_5-6_Reactant,1802_MA-TS_5-6,1802_MA-TS_5-6_Product,9.38,0.35,9.03,11.06,0.3,10.76,2.4,2.26,0.15,4.02,2.21,1.81
1807_MA-TS_5-6_Reactant,1807_MA-TS_5-6,1807_MA-TS_5-6_Product,13.75,3.74,10.01,12.1,3.83,8.27,3.47,8.37,-4.89,5.73,8.2,-2.46
1810_MA-TS_5-6_Reactant,1810_MA-TS_5-6,1810_MA-TS_5-6_Product,16.13,0.51,15.62,15.59,0.78,14.81,-0.17,4.87,-5.04,2.51,4.36,-1.85
1813_MA-TS_5-6_Reactant,1813_MA-TS_5-6,1813_MA-TS_5-6_Product,6.92,3.41,3.51,9.67,3.22,6.46,1.0,7.36,-6.36,1.72,5.94,-4.22
1828_MA-TS_5-6_Reactant,1828_MA-TS_5-6,1828_MA-TS_5-6_Product,2.13,5.38,-3.25,4.95,4.5,0.44,-2.55,10.0,-12.55,-5.26,10.86,-16.12
1829_MA-TS_5-6_Reactant,1829_MA-TS_5-6,1829_MA-TS_5-6_Product,12.33,1.82,10.5,15.57,2.41,13.17,-2.76,2.32,-5.08,-4.65,4.04,-8.69
1831_MA-TS_5-6_Reactant,1831_MA-TS_5-6,1831_MA-TS_5-6_Product,14.13,1.7,12.43,16.46,1.94,14.52,8.24,5.18,3.06,6.43,3.81,2.61
1833_MA-TS_5-6_Reactant,1833_MA-TS_5-6,1833_MA-TS_5-6_Product,13.48,0.56,12.92,16.28,0.74,15.54,2.5,2.31,0.19,5.51,1.75,3.76
1834_MA-TS_5-6_Reactant,1834_MA-TS_5-6,1834_MA-TS_5-6_Product,10.21,0.49,9.72,11.37,0.83,10.54,2.9,1.69,1.21,4.88,-0.28,5.16
1836_MA-TS_5-6_Reactant,1836_MA-TS_5-6,1836_MA-TS_5-6_Product,7.76,0.65,7.11,10.06,0.99,9.08,1.31,5.33,-4.02,1.75,6.16,-4.41
1837_MA-TS_5-6_Reactant,1837_MA-TS_5-6,1837_MA-TS_5-6_Product,12.22,3.8,8.41,13.4,3.03,10.37,4.51,7.39,-2.88,3.64,7.45,-3.81
1838_MA-TS_5-6_Reactant,1838_MA-TS_5-6,1838_MA-TS_5-6_Product,18.57,0.61,17.96,21.38,1.58,19.8,2.37,1.42,0.95,3.72,0.75,2.97
1843_MA-TS_5-6_Reactant,1843_MA-TS_5-6,1843_MA-TS_5-6_Product,22.75,5.76,17.0,23.14,3.22,19.92,11.22,5.11,6.1,11.8,4.22,7.58
1847_MA-TS_5-6_Reactant,1847_MA-TS_5-6,1847_MA-TS_5-6_Product,1.79,11.92,-10.13,2.88,10.27,-7.38,-2.55,14.65,-17.2,-0.07,3.01,-3.09
1849_MA-TS_5-6_Reactant,1849_MA-TS_5-6,1849_MA-TS_5-6_Product,15.49,4.61,10.88,13.34,2.56,10.78,9.86,9.03,0.83,11.44,7.46,3.97
1851_MA-TS_5-6_Reactant,1851_MA-TS_5-6,1851_MA-TS_5-6_Product,10.92,5.81,5.11,13.2,6.12,7.08,1.65,3.27,-1.61,4.13,3.0,1.12
1853_MA-TS_5-6_Reactant,1853_MA-TS_5-6,1853_MA-TS_5-6_Product,13.19,3.25,9.93,15.47,3.46,12.0,2.33,7.28,-4.95,6.28,6.59,-0.32
1858_MA-TS_5-6_Reactant,1858_MA-TS_5-6,1858_MA-TS_5-6_Product,8.8,7.68,1.12,8.92,6.25,2.67,1.53,12.12,-10.59,1.74,8.57,-6.83
1859_MA-TS_5-6_Reactant,1859_MA-TS_5-6,1859_MA-TS_5-6_Product,32.18,6.36,25.82,31.65,4.69,26.96,13.09,7.89,5.2,11.91,5.16,6.75
1860_MA-TS_5-6_Reactant,1860_MA-TS_5-6,1860_MA-TS_5-6_Product,10.76,13.25,-2.49,11.7,11.07,0.64,4.46,23.66,-19.19,3.54,20.42,-16.88
1862_MA-TS_5-6_Reactant,1862_MA-TS_5-6,1862_MA-TS_5-6_Product,0.0,6.19,-6.19,0.63,6.66,-6.03,-0.53,13.2,-13.72,0.17,12.89,-12.72
1863_MA-TS_5-6_Reactant,1863_MA-TS_5-6,1863_MA-TS_5-6_Product,8.5,7.95,0.55,10.56,3.97,6.59,-0.42,13.17,-13.58,0.3,12.1,-11.8
1864_MA-TS_5-6_Reactant,1864_MA-TS_5-6,1864_MA-TS_5-6_Product,19.01,1.56,17.45,18.62,0.26,18.36,7.76,2.8,4.97,6.15,4.69,1.46
1867_MA-TS_5-6_Reactant,1867_MA-TS_5-6,1867_MA-TS_5-6_Product,40.47,8.03,32.44,34.9,6.67,28.22,25.13,10.07,15.06,27.63,10.35,17.27
1868_MA-TS_5-6_Reactant,1868_MA-TS_5-6,1868_MA-TS_5-6_Product,1.01,9.73,-8.72,2.35,7.56,-5.22,-2.34,10.72,-13.06,4.4,14.78,-10.38
1871_MA-TS_5-6_Reactant,1871_MA-TS_5-6,1871_MA-TS_5-6_Product,14.52,0.24,14.28,14.32,0.49,13.83,0.67,3.19,-2.52,-0.09,0.26,-0.35
1878_MA-TS_5-6_Reactant,1878_MA-TS_5-6,1878_MA-TS_5-6_Product,7.7,12.43,-4.73,7.78,10.96,-3.19,1.93,16.56,-14.62,3.35,15.69,-12.34
1880_MA-TS_5-6_Reactant,1880_MA-TS_5-6,1880_MA-TS_5-6_Product,6.19,10.59,-4.4,7.54,8.51,-0.97,1.35,12.98,-11.63,3.12,11.11,-7.98
1882_MA-TS_5-6_Reactant,1882_MA-TS_5-6,1882_MA-TS_5-6_Product,26.38,21.66,4.72,25.59,21.26,4.33,21.45,20.13,1.32,24.9,13.08,11.82
1884_MA-TS_5-6_Reactant,1884_MA-TS_5-6,1884_MA-TS_5-6_Product,10.34,6.38,3.96,14.37,7.04,7.33,1.78,8.55,-6.77,4.8,7.69,-2.89
1890_MA-TS_5-6_Reactant,1890_MA-TS_5-6,1890_MA-TS_5-6_Product,19.34,10.69,8.65,18.16,7.86,10.3,7.49,15.81,-8.33,8.38,14.92,-6.54
1892_MA-TS_5-6_Reactant,1892_MA-TS_5-6,1892_MA-TS_5-6_Product,12.39,1.33,11.06,13.48,1.32,12.17,2.33,3.12,-0.79,2.14,2.47,-0.33
1896_MA-TS_5-6_Reactant,1896_MA-TS_5-6,1896_MA-TS_5-6_Product,26.04,2.48,23.56,22.82,2.61,20.21,10.19,2.29,7.91,12.71,2.41,10.3
1897_MA-TS_5-6_Reactant,1897_MA-TS_5-6,1897_MA-TS_5-6_Product,11.94,12.56,-0.61,12.39,9.06,3.33,5.41,17.75,-12.34,7.08,16.98,-9.9
1901_MA-TS_5-6_Reactant,1901_MA-TS_5-6,1901_MA-TS_5-6_Product,15.82,12.57,3.25,18.42,12.56,5.86,0.92,14.73,-13.81,2.24,12.11,-9.86
1907_MA-TS_5-6_Reactant,1907_MA-TS_5-6,1907_MA-TS_5-6_Product,6.32,8.86,-2.55,8.57,8.01,0.56,-0.4,15.39,-15.79,-2.55,12.01,-14.55
1908_MA-TS_5-6_Reactant,1908_MA-TS_5-6,1908_MA-TS_5-6_Product,22.53,8.61,13.93,20.73,5.29,15.44,7.33,6.58,0.74,5.87,4.26,1.62
1914_MA-TS_5-6_Reactant,1914_MA-TS_5-6,1914_MA-TS_5-6_Product,11.15,5.02,6.13,11.0,2.83,8.17,3.43,4.2,-0.77,5.73,2.51,3.22
1916_MA-TS_5-6_Reactant,1916_MA-TS_5-6,1916_MA-TS_5-6_Product,8.02,7.86,0.16,8.95,7.89,1.06,-2.59,7.79,-10.37,0.28,7.9,-7.62
1918_MA-TS_5-6_Reactant,1918_MA-TS_5-6,1918_MA-TS_5-6_Product,20.85,1.63,19.22,21.94,2.27,19.66,7.46,6.25,1.21,7.85,5.59,2.26
1921_MA-TS_5-6_Reactant,1921_MA-TS_5-6,1921_MA-TS_5-6_Product,13.16,3.04,10.12,12.62,1.78,10.85,13.09,6.4,6.69,13.1,5.58,7.52
1922_MA-TS_5-6_Reactant,1922_MA-TS_5-6,1922_MA-TS_5-6_Product,23.83,6.32,17.51,23.47,5.84,17.63,7.29,7.86,-0.57,6.62,3.92,2.7
1924_MA-TS_5-6_Reactant,1924_MA-TS_5-6,1924_MA-TS_5-6_Product,12.15,3.68,8.48,13.33,2.97,10.36,1.6,4.54,-2.94,3.01,2.41,0.61
1929_MA-TS_5-6_Reactant,1929_MA-TS_5-6,1929_MA-TS_5-6_Product,8.03,0.91,7.12,10.17,0.92,9.24,-1.14,2.8,-3.94,2.79,3.48,-0.69
1931_MA-TS_5-6_Reactant,1931_MA-TS_5-6,1931_MA-TS_5-6_Product,17.19,3.56,13.63,16.69,3.27,13.41,10.41,6.97,3.44,15.4,5.76,9.64
1933_MA-TS_5-6_Reactant,1933_MA-TS_5-6,1933_MA-TS_5-6_Product,15.87,10.3,5.58,12.56,6.27,6.29,5.14,13.97,-8.83,6.98,10.22,-3.24
1938_MA-TS_5-6_Reactant,1938_MA-TS_5-6,1938_MA-TS_5-6_Product,13.59,12.42,1.18,15.11,8.18,6.94,5.11,13.56,-8.46,8.68,17.35,-8.67
1940_MA-TS_5-6_Reactant,1940_MA-TS_5-6,1940_MA-TS_5-6_Product,10.17,7.26,2.91,13.7,7.0,6.71,3.45,7.82,-4.37,-5.09,8.37,-13.46
1941_MA-TS_5-6_Reactant,1941_MA-TS_5-6,1941_MA-TS_5-6_Product,17.18,5.22,11.96,16.5,4.12,12.38,4.08,6.23,-2.15,10.49,8.69,1.8
1942_MA-TS_5-6_Reactant,1942_MA-TS_5-6,1942_MA-TS_5-6_Product,3.06,12.07,-9.01,3.73,9.68,-5.95,-2.01,8.57,-10.58,-1.84,5.48,-7.32
1943_MA-TS_5-6_Reactant,1943_MA-TS_5-6,1943_MA-TS_5-6_Product,20.81,12.72,8.09,18.75,12.43,6.31,13.47,17.61,-4.14,13.63,16.95,-3.32
1946_MA-TS_5-6_Reactant,1946_MA-TS_5-6,1946_MA-TS_5-6_Product,12.88,2.28,10.61,13.29,2.49,10.8,2.7,4.03,-1.33,2.06,2.72,-0.65
1948_MA-TS_5-6_Reactant,1948_MA-TS_5-6,1948_MA-TS_5-6_Product,25.17,6.66,18.51,25.72,6.23,19.49,13.17,11.78,1.39,16.95,10.17,6.78
1949_MA-TS_5-6_Reactant,1949_MA-TS_5-6,1949_MA-TS_5-6_Product,25.7,3.27,22.44,25.5,2.45,23.05,10.05,3.92,6.13,11.71,2.82,8.9
1950_MA-TS_5-6_Reactant,1950_MA-TS_5-6,1950_MA-TS_5-6_Product,1.99,1.13,0.86,4.24,1.49,2.75,-2.39,5.36,-7.75,-3.37,4.89,-8.26
1952_MA-TS_5-6_Reactant,1952_MA-TS_5-6,1952_MA-TS_5-6_Product,16.11,9.96,6.15,16.83,10.17,6.66,3.12,14.73,-11.61,2.68,11.97,-9.29
1959_MA-TS_5-6_Reactant,1959_MA-TS_5-6,1959_MA-TS_5-6_Product,8.29,5.79,2.5,10.19,4.45,5.74,-3.93,9.21,-13.14,-3.74,8.06,-11.8
1961_MA-TS_5-6_Reactant,1961_MA-TS_5-6,1961_MA-TS_5-6_Product,19.62,16.47,3.15,19.53,13.86,5.67,-550.53,-541.94,-8.59,11.96,17.35,-5.39
1964_MA-TS_5-6_Reactant,1964_MA-TS_5-6,1964_MA-TS_5-6_Product,1.33,11.22,-9.89,2.39,10.03,-7.63,-3.11,9.33,-12.44,-0.8,8.93,-9.73
1965_MA-TS_5-6_Reactant,1965_MA-TS_5-6,1965_MA-TS_5-6_Product,38.06,5.28,32.77,33.0,3.54,29.46,19.49,13.73,5.76,21.13,12.52,8.62
1966_MA-TS_5-6_Reactant,1966_MA-TS_5-6,1966_MA-TS_5-6_Product,6.83,9.31,-2.48,7.92,8.55,-0.63,2.7,18.61,-15.92,5.77,17.76,-12.0
1968_MA-TS_5-6_Reactant,1968_MA-TS_5-6,1968_MA-TS_5-6_Product,15.7,5.9,9.8,15.02,6.61,8.41,10.31,11.18,-0.88,10.6,9.65,0.95
1969_MA-TS_5-6_Reactant,1969_MA-TS_5-6,1969_MA-TS_5-6_Product,14.55,6.5,8.05,13.29,4.97,8.32,7.02,9.38,-2.36,11.51,10.97,0.54
1971_MA-TS_5-6_Reactant,1971_MA-TS_5-6,1971_MA-TS_5-6_Product,6.59,3.64,2.94,8.09,3.18,4.91,-0.53,8.07,-8.59,1.29,6.63,-5.35
1974_MA-TS_5-6_Reactant,1974_MA-TS_5-6,1974_MA-TS_5-6_Product,8.3,5.8,2.5,9.59,4.76,4.83,-3.93,9.21,-13.14,-4.95,8.13,-13.07
1979_MA-TS_5-6_Reactant,1979_MA-TS_5-6,1979_MA-TS_5-6_Product,15.1,7.17,7.93,14.78,6.35,8.43,8.47,11.67,-3.2,10.74,12.02,-1.28
1981_MA-TS_5-6_Reactant,1981_MA-TS_5-6,1981_MA-TS_5-6_Product,15.77,5.46,10.31,16.99,4.21,12.78,4.13,6.74,-2.62,4.39,-5.75,10.14
1982_MA-TS_5-6_Reactant,1982_MA-TS_5-6,1982_MA-TS_5-6_Product,27.87,5.12,22.75,24.3,4.04,20.26,15.06,7.56,7.5,15.98,7.52,8.46
1983_MA-TS_5-6_Reactant,1983_MA-TS_5-6,1983_MA-TS_5-6_Product,5.35,12.33,-6.98,5.68,10.4,-4.72,7.53,20.39,-12.87,9.83,18.71,-8.88
1985_MA-TS_5-6_Reactant,1985_MA-TS_5-6,1985_MA-TS_5-6_Product,22.19,3.07,19.12,21.92,1.18,20.74,9.09,3.7,5.4,10.33,2.85,7.48
1986_MA-TS_5-6_Reactant,1986_MA-TS_5-6,1986_MA-TS_5-6_Product,8.54,4.08,4.46,10.2,2.48,7.72,2.03,8.21,-6.18,3.7,3.91,-0.21
1989_MA-TS_5-6_Reactant,1989_MA-TS_5-6,1989_MA-TS_5-6_Product,20.38,0.51,19.87,23.05,1.8,21.24,15.64,3.63,12.01,14.55,3.67,10.88
1991_MA-TS_5-6_Reactant,1991_MA-TS_5-6,1991_MA-TS_5-6_Product,10.8,0.01,10.79,13.16,1.42,11.73,4.95,0.56,4.38,6.99,0.89,6.1
1995_MA-TS_5-6_Reactant,1995_MA-TS_5-6,1995_MA-TS_5-6_Product,1.08,8.08,-7.0,1.48,7.16,-5.68,-2.63,9.91,-12.54,1.35,12.27,-10.92
1998_MA-TS_5-6_Reactant,1998_MA-TS_5-6,1998_MA-TS_5-6_Product,18.57,12.35,6.22,18.75,10.58,8.17,9.78,20.13,-10.34,8.77,17.38,-8.61
2000_MA-TS_5-6_Reactant,2000_MA-TS_5-6,2000_MA-TS_5-6_Product,9.16,1.15,8.0,12.14,1.84,10.3,1.21,6.95,-5.74,0.07,3.9,-3.83
2001_MA-TS_5-6_Reactant,2001_MA-TS_5-6,2001_MA-TS_5-6_Product,7.92,10.74,-2.82,10.09,11.11,-1.02,3.67,18.47,-14.8,-0.72,18.5,-19.22
